1975.166667	2.6
1975.25	1.9
1975.333333	1.1
1975.416667	2.1
1975.5	3.1
1975.583333	3.3
1975.666667	3.4
1975.75	2.8
1975.833333	1.9
1975.916667	3.5
1976	2.3
1976.083333	2.8
1976.166667	2.9
1976.25	0.5
1976.333333	0.6
1976.416667	0.4
1976.5	-1.4
1976.583333	-1.3
1976.666667	-1.9
1976.75	0.7
1976.833333	1.2
1976.916667	-0.6
1977	-0.7
1977.083333	2
1977.166667	-0.9
1977.25	-0.7
1977.333333	-0.8
1977.416667	-1.5
1977.5	-1.9
1977.583333	-1.3
1977.666667	-1.3
1977.75	-1.7
1977.833333	-2.1
1977.916667	-1.7
1978	-0.5
1978.083333	-4.4
1978.166667	-0.3
1978.25	-0.5
1978.333333	2.2
1978.416667	1.1
1978.5	0.9
1978.583333	0.7
1978.666667	0.1
1978.75	-0.6
1978.833333	0
1978.916667	-0.1
1979	-0.7
1979.083333	1.6
1979.166667	0.2
1979.25	-0.2
1979.333333	0.8
1979.416667	1.1
1979.5	2.2
1979.583333	-0.3
1979.666667	0.2
1979.75	-0.2
1979.833333	-0.7
1979.916667	-1.2
1980	0.7
1980.083333	0.5
1980.166667	-0.7
1980.25	-1
1980.333333	0
1980.416667	0
1980.5	-0.1
1980.583333	0.6
1980.666667	-0.8
1980.75	0
1980.833333	-0.6
1980.916667	-0.1
1981	0.6
1981.083333	-0.3
1981.166667	-2.1
1981.25	-0.2
1981.333333	1.3
1981.416667	2
1981.5	1.4
1981.583333	1.2
1981.666667	0.5
1981.75	-0.6
1981.833333	0.3
1981.916667	0.8
1982	2
1982.083333	0.4
1982.166667	1
1982.25	0.1
1982.333333	-0.6
1982.416667	-1.7
1982.5	-2.5
1982.583333	-2.9
1982.666667	-2.9
1982.75	-2.8
1982.833333	-4.3
1982.916667	-3.7
1983	-5.8
1983.083333	-6
1983.166667	-4
1983.25	-1.5
1983.333333	1
1983.416667	0.1
1983.5	-1
1983.583333	0.2
1983.666667	1.4
1983.75	0.7
1983.833333	-0.2
1983.916667	0
1984	0.3
1984.083333	1.4
1984.166667	-0.4
1984.25	0.6
1984.333333	0.3
1984.416667	-0.6
1984.5	0.3
1984.583333	0.7
1984.666667	0.2
1984.75	-0.5
1984.833333	0.4
1984.916667	-0.2
1985	-0.5
1985.083333	2
1985.166667	1.3
1985.25	1.9
1985.333333	0.7
1985.416667	-0.6
1985.5	-0.2
1985.583333	1.6
1985.666667	0
1985.75	-0.6
1985.833333	-0.3
1985.916667	0.4
1986	1.6
1986.083333	-1.7
1986.166667	0.8
1986.25	0.5
1986.333333	-0.4
1986.416667	1.6
1986.5	0.5
1986.583333	-0.6
1986.666667	-0.8
1986.75	1.1
1986.833333	-2
1986.916667	-2.4
1987	-1.1
1987.083333	-2.1
1987.166667	-2.1
1987.25	-2.3
1987.333333	-2.1
1987.416667	-1.8
1987.5	-2.2
1987.583333	-1.5
1987.666667	-1.7
1987.75	-0.6
1987.833333	0
1987.916667	-0.8
1988	-0.2
1988.083333	-0.6
1988.166667	1.1
1988.25	0.2
1988.333333	1.5
1988.416667	0.1
1988.5	1.7
1988.583333	2.5
1988.666667	3
1988.75	2.3
1988.833333	2.8
1988.916667	2
1989	2.5
1989.083333	2
1989.166667	1.8
1989.25	2.7
1989.333333	2
1989.416667	1.2
1989.5	1.5
1989.583333	-0.5
1989.666667	0.8
1989.75	1.3
1989.833333	-0.4
1989.916667	-0.9
1990	-0.1
1990.083333	-3
1990.166667	-0.7
1990.25	0.3
1990.333333	2
1990.416667	0.5
1990.5	0.9
1990.583333	-0.3
1990.666667	-1.2
1990.75	0.4
1990.833333	-0.8
1990.916667	-0.4
1991	1
1991.083333	0.4
1991.166667	-1.1
1991.25	-1
1991.333333	-1.7
1991.416667	-0.2
1991.5	0
1991.583333	-0.7
1991.666667	-2.5
1991.75	-1.7
1991.833333	-1.1
1991.916667	-2.9
1992	-4.7
1992.083333	-1.5
1992.166667	-3.3
1992.25	-1.7
1992.333333	0.4
1992.416667	-1
1992.5	-1
1992.583333	0.6
1992.666667	0.1
1992.75	-2.3
1992.833333	-1.1
1992.916667	-0.9
1993	-1.5
1993.083333	-1.2
1993.166667	-0.8
1993.25	-1.9
1993.333333	-0.6
1993.416667	-1.4
1993.5	-1.3
1993.583333	-1.6
1993.666667	-1.2
1993.75	-1.8
1993.833333	-0.1
1993.916667	0.3
1994	-0.2
1994.083333	0.4
1994.166667	-1.1
1994.25	-2.1
1994.333333	-1.1
1994.416667	-0.7
1994.5	-2.2
1994.583333	-2
1994.666667	-2.6
1994.75	-1.9
1994.833333	-0.9
1994.916667	-2
1995	-0.7
1995.083333	-0.2
1995.166667	1.2
1995.25	-1.1
1995.333333	-0.6
1995.416667	0.2
1995.5	0.7
1995.583333	0.5
1995.666667	0.4
1995.75	0
1995.833333	0.1
1995.916667	-0.8
1996	1.6
1996.083333	0.4
1996.166667	1.9
1996.25	1.3
1996.333333	0.5
1996.416667	1.9
1996.5	1.1
1996.583333	1.2
1996.666667	1
1996.75	1
1996.833333	-0.1
1996.916667	1.5
1997	0.8
1997.083333	2.9
1997.166667	-0.7
1997.25	-1
1997.333333	-2.2
1997.416667	-2.3
1997.5	-1.2
1997.583333	-2.4
1997.666667	-2.4
1997.75	-2.4
1997.833333	-2
1997.916667	-1.6
1998	-4.4
1998.083333	-3.4
1998.166667	-4
1998.25	-2.4
1998.333333	0.4
1998.416667	1.6
1998.5	2
1998.583333	1.9
1998.666667	1.7
1998.75	1.8
1998.833333	1.7
1998.916667	2.3
1999	3
1999.083333	1.6
1999.166667	2.1
1999.25	2.3
1999.333333	0.4
1999.416667	0.4
1999.5	0.9
1999.583333	0.6
1999.666667	-0.1
1999.75	1.6
1999.833333	1.7
1999.916667	2.4
2000	1.1
2000.083333	2.7
2000.166667	2.2
2000.25	2
2000.333333	0.6
2000.416667	-0.3
2000.5	-0.3
2000.583333	1.2
2000.666667	1.4
2000.75	1.8
2000.833333	3
2000.916667	1.3
2001	1.6
2001.083333	2.8
2001.166667	1.5
2001.25	0.3
2001.333333	-0.8
2001.416667	0.5
2001.5	-0.3
2001.583333	-0.7
2001.666667	0.3
2001.75	-0.1
2001.833333	1.1
2001.916667	-1.4
2002	0.7
2002.083333	1.8
2002.166667	-0.4
2002.25	-0.1
2002.333333	-1.4
2002.416667	-0.4
2002.5	-0.8
2002.583333	-1.6
2002.666667	-1
2002.75	-0.6
2002.833333	-0.7
2002.916667	-1.8
2003	-0.3
2003.083333	-1.1
2003.166667	-0.5
2003.25	-0.2
2003.333333	-0.5
2003.416667	-1
2003.5	0.5
2003.583333	0.2
2003.666667	-0.2
2003.75	0
2003.833333	-0.5
2003.916667	1.8
2004	-2.2
2004.083333	2
2004.166667	0.7
2004.25	-1.5
2004.333333	1.7
2004.416667	-1.4
2004.5	-0.8
2004.583333	-0.5
2004.666667	-0.6
2004.75	-0.1
2004.833333	-1.1
2004.916667	-1.3
2005	0.6
2005.083333	-5.2
2005.166667	0.5
2005.25	-1
2005.333333	-1.3
2005.416667	0.7
2005.5	0.3
2005.583333	-0.6
2005.666667	0.6
2005.75	2
2005.833333	-0.3
2005.916667	0
2006	2.7
2006.083333	0.2
2006.166667	2.9
2006.25	1.8
2006.333333	-0.8
2006.416667	-0.4
2006.5	-1
2006.583333	-1.7
2006.666667	-1
2006.75	-2.1
2006.833333	0.1
2006.916667	-0.5
2007	-1.3
2007.083333	-0.1
2007.166667	0.3
2007.25	-0.2
2007.333333	-0.2
2007.416667	0.9
2007.5	-0.5
2007.583333	0.7
2007.666667	0.3
2007.75	1.2
2007.833333	1.4
2007.916667	2.7
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
